model,layer,transform,group,cos
glove,,rm_top_pcs_1,inter,-0.09597104787826538
glove,,rm_top_pcs_1,inter,0.004739282187074423
glove,,rm_top_pcs_1,inter,0.1606733351945877
glove,,rm_top_pcs_1,inter,0.004592927172780037
glove,,rm_top_pcs_1,inter,0.25204983353614807
glove,,rm_top_pcs_1,inter,-0.135586217045784
glove,,rm_top_pcs_1,inter,-0.3121100962162018
glove,,rm_top_pcs_1,inter,-0.08318901807069778
glove,,rm_top_pcs_1,inter,-0.02123764529824257
glove,,rm_top_pcs_1,inter,0.06265806406736374
glove,,rm_top_pcs_1,inter,-0.0019721901044249535
glove,,rm_top_pcs_1,inter,0.05244184285402298
glove,,rm_top_pcs_1,inter,-0.07237128913402557
glove,,rm_top_pcs_1,inter,0.16670051217079163
glove,,rm_top_pcs_1,inter,0.0014207912608981133
glove,,rm_top_pcs_1,inter,-0.11985976994037628
glove,,rm_top_pcs_1,inter,-0.009876169264316559
glove,,rm_top_pcs_1,inter,-0.10475987941026688
glove,,rm_top_pcs_1,inter,-0.2579210698604584
glove,,rm_top_pcs_1,inter,0.13528481125831604
glove,,rm_top_pcs_1,inter,-0.12788480520248413
glove,,rm_top_pcs_1,inter,0.31963661313056946
glove,,rm_top_pcs_1,inter,0.1586439609527588
glove,,rm_top_pcs_1,inter,-0.09546566754579544
glove,,rm_top_pcs_1,inter,-0.13350410759449005
glove,,rm_top_pcs_1,inter,-0.06852604448795319
glove,,rm_top_pcs_1,inter,-0.025516778230667114
glove,,rm_top_pcs_1,inter,0.03456403687596321
glove,,rm_top_pcs_1,inter,-0.0847695842385292
glove,,rm_top_pcs_1,inter,0.10876237601041794
glove,,rm_top_pcs_1,inter,-0.0588565468788147
glove,,rm_top_pcs_1,inter,0.19855459034442902
glove,,rm_top_pcs_1,inter,-0.007337060756981373
glove,,rm_top_pcs_1,inter,-0.03478767350316048
glove,,rm_top_pcs_1,inter,0.08714956790208817
glove,,rm_top_pcs_1,inter,-0.3770175874233246
glove,,rm_top_pcs_1,inter,-0.1211325004696846
glove,,rm_top_pcs_1,inter,0.35028737783432007
glove,,rm_top_pcs_1,inter,-0.06659474223852158
glove,,rm_top_pcs_1,inter,-0.1431848257780075
glove,,rm_top_pcs_1,inter,-0.3071780204772949
glove,,rm_top_pcs_1,inter,-0.12337322533130646
glove,,rm_top_pcs_1,inter,0.08968567848205566
glove,,rm_top_pcs_1,inter,0.3013817071914673
glove,,rm_top_pcs_1,inter,0.2996938228607178
glove,,rm_top_pcs_1,inter,-0.1526447981595993
glove,,rm_top_pcs_1,inter,0.054722484201192856
glove,,rm_top_pcs_1,inter,-0.018362144008278847
glove,,rm_top_pcs_1,inter,-0.0094395000487566
glove,,rm_top_pcs_1,inter,-0.15166214108467102
glove,,rm_top_pcs_1,inter,0.07869627326726913
glove,,rm_top_pcs_1,inter,-0.06647421419620514
glove,,rm_top_pcs_1,inter,0.11953198164701462
glove,,rm_top_pcs_1,inter,0.1143534854054451
glove,,rm_top_pcs_1,inter,-0.09745898097753525
glove,,rm_top_pcs_1,inter,0.07321368157863617
glove,,rm_top_pcs_1,inter,-0.05286179110407829
glove,,rm_top_pcs_1,inter,0.19962532818317413
glove,,rm_top_pcs_1,inter,0.011546044610440731
glove,,rm_top_pcs_1,inter,0.1737951636314392
glove,,rm_top_pcs_1,inter,-0.045445770025253296
glove,,rm_top_pcs_1,inter,0.22295528650283813
glove,,rm_top_pcs_1,inter,0.05223019793629646
glove,,rm_top_pcs_1,inter,-0.007578025106340647
glove,,rm_top_pcs_1,inter,-0.12805165350437164
glove,,rm_top_pcs_1,inter,0.07160131633281708
glove,,rm_top_pcs_1,inter,-0.01817147806286812
glove,,rm_top_pcs_1,inter,-0.09554053843021393
glove,,rm_top_pcs_1,inter,0.02551971562206745
glove,,rm_top_pcs_1,inter,-0.05383690446615219
glove,,rm_top_pcs_1,inter,-0.0599786713719368
glove,,rm_top_pcs_1,inter,-0.009812784381210804
glove,,rm_top_pcs_1,inter,0.12249341607093811
glove,,rm_top_pcs_1,inter,0.03809744864702225
glove,,rm_top_pcs_1,inter,0.2276298850774765
glove,,rm_top_pcs_1,inter,0.1493062674999237
glove,,rm_top_pcs_1,inter,-0.046493351459503174
glove,,rm_top_pcs_1,inter,0.16985481977462769
glove,,rm_top_pcs_1,inter,-0.04979689046740532
glove,,rm_top_pcs_1,inter,0.1005677729845047
glove,,rm_top_pcs_1,inter,-0.0892702043056488
glove,,rm_top_pcs_1,inter,0.04534974694252014
glove,,rm_top_pcs_1,inter,-0.17782363295555115
glove,,rm_top_pcs_1,inter,0.1782619059085846
glove,,rm_top_pcs_1,inter,0.027028504759073257
glove,,rm_top_pcs_1,inter,0.06667062640190125
glove,,rm_top_pcs_1,inter,0.054275091737508774
glove,,rm_top_pcs_1,inter,0.05986309051513672
glove,,rm_top_pcs_1,inter,-0.0167694129049778
glove,,rm_top_pcs_1,inter,0.07688155025243759
glove,,rm_top_pcs_1,inter,-0.02124129980802536
glove,,rm_top_pcs_1,inter,-0.10970602929592133
glove,,rm_top_pcs_1,inter,0.1497422158718109
glove,,rm_top_pcs_1,inter,0.2522399425506592
glove,,rm_top_pcs_1,inter,-0.05107402428984642
glove,,rm_top_pcs_1,inter,-0.00023889121075626463
glove,,rm_top_pcs_1,inter,0.07411564141511917
glove,,rm_top_pcs_1,inter,-0.2346559762954712
glove,,rm_top_pcs_1,inter,0.009332481771707535
glove,,rm_top_pcs_1,inter,0.15217918157577515
glove,,rm_top_pcs_1,inter,0.08515068143606186
glove,,rm_top_pcs_1,inter,-0.026525374501943588
glove,,rm_top_pcs_1,inter,-0.024844201281666756
glove,,rm_top_pcs_1,inter,-0.18251684308052063
glove,,rm_top_pcs_1,inter,0.05672053247690201
glove,,rm_top_pcs_1,inter,0.05226854234933853
glove,,rm_top_pcs_1,inter,0.1721574366092682
glove,,rm_top_pcs_1,inter,-0.1069180965423584
glove,,rm_top_pcs_1,inter,-0.08036747574806213
glove,,rm_top_pcs_1,inter,-0.21280378103256226
glove,,rm_top_pcs_1,inter,0.2601878345012665
glove,,rm_top_pcs_1,inter,-0.18834197521209717
glove,,rm_top_pcs_1,inter,-0.1911458820104599
glove,,rm_top_pcs_1,inter,-0.22873054444789886
glove,,rm_top_pcs_1,inter,0.004677854012697935
glove,,rm_top_pcs_1,inter,-0.19735457003116608
glove,,rm_top_pcs_1,inter,0.027349798008799553
glove,,rm_top_pcs_1,inter,0.0110863596200943
glove,,rm_top_pcs_1,inter,-0.06994706392288208
glove,,rm_top_pcs_1,inter,-0.09242507070302963
glove,,rm_top_pcs_1,inter,-0.061552613973617554
glove,,rm_top_pcs_1,inter,0.08519754558801651
glove,,rm_top_pcs_1,inter,-0.014865903183817863
glove,,rm_top_pcs_1,inter,0.01046682521700859
glove,,rm_top_pcs_1,inter,0.12527461349964142
glove,,rm_top_pcs_1,inter,-0.17620517313480377
glove,,rm_top_pcs_1,inter,-0.18102291226387024
glove,,rm_top_pcs_1,inter,-0.20488828420639038
glove,,rm_top_pcs_1,inter,-0.032684575766325
glove,,rm_top_pcs_1,inter,0.17353470623493195
glove,,rm_top_pcs_1,inter,-0.07772807031869888
glove,,rm_top_pcs_1,inter,0.011319124139845371
glove,,rm_top_pcs_1,inter,0.05881670117378235
glove,,rm_top_pcs_1,inter,-0.19934576749801636
glove,,rm_top_pcs_1,inter,-0.08031362295150757
glove,,rm_top_pcs_1,inter,0.1565871685743332
glove,,rm_top_pcs_1,inter,0.16293153166770935
glove,,rm_top_pcs_1,inter,0.26725924015045166
glove,,rm_top_pcs_1,inter,-0.15561319887638092
glove,,rm_top_pcs_1,inter,0.08983039110898972
glove,,rm_top_pcs_1,inter,0.040748752653598785
glove,,rm_top_pcs_1,inter,-0.12198180705308914
glove,,rm_top_pcs_1,inter,0.09205669909715652
glove,,rm_top_pcs_1,inter,-0.00197750236839056
glove,,rm_top_pcs_1,inter,0.10229229927062988
glove,,rm_top_pcs_1,inter,-0.027415495365858078
glove,,rm_top_pcs_1,inter,-0.008183984085917473
glove,,rm_top_pcs_1,inter,0.17935046553611755
glove,,rm_top_pcs_1,inter,0.008997589349746704
glove,,rm_top_pcs_1,inter,0.013114099390804768
glove,,rm_top_pcs_1,inter,-0.12624086439609528
glove,,rm_top_pcs_1,inter,-0.008121727034449577
glove,,rm_top_pcs_1,inter,0.07596790045499802
glove,,rm_top_pcs_1,inter,-0.06846503168344498
glove,,rm_top_pcs_1,inter,0.047669123858213425
glove,,rm_top_pcs_1,inter,-0.13311456143856049
glove,,rm_top_pcs_1,inter,-0.152745321393013
glove,,rm_top_pcs_1,inter,-0.12135562300682068
glove,,rm_top_pcs_1,inter,0.3378564715385437
glove,,rm_top_pcs_1,inter,0.07625504583120346
glove,,rm_top_pcs_1,inter,-0.011635486967861652
glove,,rm_top_pcs_1,inter,-0.1281820833683014
glove,,rm_top_pcs_1,inter,0.06802155077457428
glove,,rm_top_pcs_1,inter,-0.03330486640334129
glove,,rm_top_pcs_1,inter,-0.1593737155199051
glove,,rm_top_pcs_1,inter,-0.1557813584804535
glove,,rm_top_pcs_1,inter,-0.15940502285957336
glove,,rm_top_pcs_1,inter,-0.1921999752521515
glove,,rm_top_pcs_1,inter,0.014016168192029
glove,,rm_top_pcs_1,inter,0.2546745538711548
glove,,rm_top_pcs_1,inter,-0.16919614374637604
glove,,rm_top_pcs_1,inter,-0.0046067992225289345
glove,,rm_top_pcs_1,inter,-0.09148646891117096
glove,,rm_top_pcs_1,inter,-0.23246680200099945
glove,,rm_top_pcs_1,inter,-0.0032847507391124964
glove,,rm_top_pcs_1,inter,0.26439428329467773
glove,,rm_top_pcs_1,inter,-0.06974372267723083
glove,,rm_top_pcs_1,inter,0.18525005877017975
glove,,rm_top_pcs_1,inter,-0.043259043246507645
glove,,rm_top_pcs_1,inter,-0.020180029794573784
glove,,rm_top_pcs_1,inter,0.26798689365386963
glove,,rm_top_pcs_1,inter,0.0782288983464241
glove,,rm_top_pcs_1,inter,0.010765488259494305
glove,,rm_top_pcs_1,inter,0.0641406774520874
glove,,rm_top_pcs_1,inter,-0.1000940352678299
glove,,rm_top_pcs_1,inter,-0.2550314664840698
glove,,rm_top_pcs_1,inter,0.03920681029558182
glove,,rm_top_pcs_1,inter,0.4225587248802185
glove,,rm_top_pcs_1,inter,0.08324041217565536
glove,,rm_top_pcs_1,inter,0.019255034625530243
glove,,rm_top_pcs_1,inter,-0.03736361488699913
glove,,rm_top_pcs_1,inter,0.04059583693742752
glove,,rm_top_pcs_1,inter,-0.17992590367794037
glove,,rm_top_pcs_1,inter,-0.06548848748207092
glove,,rm_top_pcs_1,inter,-0.1444583684206009
glove,,rm_top_pcs_1,inter,0.029453691095113754
glove,,rm_top_pcs_1,inter,-0.12588241696357727
glove,,rm_top_pcs_1,inter,-0.1180599257349968
glove,,rm_top_pcs_1,inter,-0.0916757807135582
glove,,rm_top_pcs_1,inter,0.08028645068407059
glove,,rm_top_pcs_1,inter,-0.10419097542762756
glove,,rm_top_pcs_1,inter,0.045906662940979004
glove,,rm_top_pcs_1,inter,0.17255344986915588
glove,,rm_top_pcs_1,inter,-0.14339786767959595
glove,,rm_top_pcs_1,inter,0.061192095279693604
glove,,rm_top_pcs_1,inter,0.010041910223662853
glove,,rm_top_pcs_1,inter,-0.20638540387153625
glove,,rm_top_pcs_1,inter,0.11507854610681534
glove,,rm_top_pcs_1,inter,0.021265972405672073
glove,,rm_top_pcs_1,inter,0.2812478542327881
glove,,rm_top_pcs_1,inter,0.25661417841911316
glove,,rm_top_pcs_1,inter,-0.01190401241183281
glove,,rm_top_pcs_1,inter,-0.13468949496746063
glove,,rm_top_pcs_1,inter,0.17046090960502625
glove,,rm_top_pcs_1,inter,0.056441258639097214
glove,,rm_top_pcs_1,inter,-0.011686011217534542
glove,,rm_top_pcs_1,inter,0.16091209650039673
glove,,rm_top_pcs_1,inter,-0.1451944261789322
glove,,rm_top_pcs_1,inter,0.00194750411901623
glove,,rm_top_pcs_1,inter,-0.09964913129806519
glove,,rm_top_pcs_1,inter,0.064785435795784
glove,,rm_top_pcs_1,inter,-0.21864107251167297
glove,,rm_top_pcs_1,inter,0.07172676920890808
glove,,rm_top_pcs_1,inter,-0.04982755705714226
glove,,rm_top_pcs_1,inter,0.4913519620895386
glove,,rm_top_pcs_1,inter,0.008485698141157627
glove,,rm_top_pcs_1,inter,0.11401689797639847
glove,,rm_top_pcs_1,inter,0.6805136799812317
glove,,rm_top_pcs_1,inter,0.1839299499988556
glove,,rm_top_pcs_1,inter,0.038085974752902985
glove,,rm_top_pcs_1,inter,-0.0449363999068737
glove,,rm_top_pcs_1,inter,-0.115272156894207
glove,,rm_top_pcs_1,inter,0.07243724912405014
glove,,rm_top_pcs_1,inter,-0.30625981092453003
glove,,rm_top_pcs_1,inter,-0.04588573798537254
glove,,rm_top_pcs_1,inter,0.09421161562204361
glove,,rm_top_pcs_1,inter,-0.03952331840991974
glove,,rm_top_pcs_1,inter,-0.022995702922344208
glove,,rm_top_pcs_1,inter,-0.03653126582503319
glove,,rm_top_pcs_1,inter,0.04931120201945305
glove,,rm_top_pcs_1,inter,0.25155434012413025
glove,,rm_top_pcs_1,inter,-0.11973835527896881
glove,,rm_top_pcs_1,inter,-0.05432499572634697
glove,,rm_top_pcs_1,inter,-0.0671488344669342
glove,,rm_top_pcs_1,inter,-0.053750909864902496
glove,,rm_top_pcs_1,inter,0.0026923518162220716
glove,,rm_top_pcs_1,inter,-0.21954484283924103
glove,,rm_top_pcs_1,inter,-0.10332328826189041
glove,,rm_top_pcs_1,inter,0.009575946256518364
glove,,rm_top_pcs_1,inter,-0.019719785079360008
glove,,rm_top_pcs_1,inter,-0.016162632033228874
glove,,rm_top_pcs_2,intra,0.685465395450592
glove,,rm_top_pcs_2,intra,0.2284788191318512
glove,,rm_top_pcs_2,intra,0.4070931077003479
glove,,rm_top_pcs_2,intra,0.4130885899066925
glove,,rm_top_pcs_2,intra,0.22251135110855103
glove,,rm_top_pcs_2,intra,0.30374860763549805
glove,,rm_top_pcs_2,intra,0.47196099162101746
glove,,rm_top_pcs_2,intra,0.635886549949646
glove,,rm_top_pcs_2,intra,0.1450803577899933
glove,,rm_top_pcs_2,intra,0.23347172141075134
glove,,rm_top_pcs_2,intra,0.5280893445014954
glove,,rm_top_pcs_2,intra,0.6316590309143066
glove,,rm_top_pcs_2,intra,0.6366943120956421
glove,,rm_top_pcs_2,intra,0.31677117943763733
glove,,rm_top_pcs_2,intra,0.3538625240325928
glove,,rm_top_pcs_2,intra,0.6066850423812866
glove,,rm_top_pcs_2,intra,0.2969074547290802
glove,,rm_top_pcs_2,intra,0.6985112428665161
glove,,rm_top_pcs_2,intra,0.48091939091682434
glove,,rm_top_pcs_2,intra,0.4410838484764099
glove,,rm_top_pcs_2,intra,0.6391003727912903
glove,,rm_top_pcs_2,intra,0.7077630758285522
glove,,rm_top_pcs_2,intra,0.7140516042709351
glove,,rm_top_pcs_2,intra,0.46578922867774963
glove,,rm_top_pcs_2,intra,0.5996820330619812
glove,,rm_top_pcs_2,intra,0.7284329533576965
glove,,rm_top_pcs_2,intra,0.43445757031440735
glove,,rm_top_pcs_2,intra,0.7639405727386475
glove,,rm_top_pcs_2,intra,0.5725310444831848
glove,,rm_top_pcs_2,intra,0.528744101524353
glove,,rm_top_pcs_2,intra,0.6458762884140015
glove,,rm_top_pcs_2,intra,0.6010327935218811
glove,,rm_top_pcs_2,intra,0.3907126188278198
glove,,rm_top_pcs_2,intra,0.6658692955970764
glove,,rm_top_pcs_2,intra,0.3289002776145935
glove,,rm_top_pcs_2,intra,0.43656453490257263
glove,,rm_top_pcs_2,intra,0.5773216485977173
glove,,rm_top_pcs_2,intra,0.5893961787223816
glove,,rm_top_pcs_2,intra,0.5715031027793884
glove,,rm_top_pcs_2,intra,0.4947270452976227
glove,,rm_top_pcs_2,intra,0.45262715220451355
glove,,rm_top_pcs_2,intra,0.6577742099761963
glove,,rm_top_pcs_2,intra,0.6655251979827881
glove,,rm_top_pcs_2,intra,0.682878315448761
glove,,rm_top_pcs_2,intra,0.5028725266456604
glove,,rm_top_pcs_2,intra,0.6174405813217163
glove,,rm_top_pcs_2,intra,0.422677606344223
glove,,rm_top_pcs_2,intra,0.4609089493751526
glove,,rm_top_pcs_2,intra,0.6782127618789673
glove,,rm_top_pcs_2,intra,0.6910279989242554
glove,,rm_top_pcs_2,intra,0.598288357257843
glove,,rm_top_pcs_2,intra,0.45498549938201904
glove,,rm_top_pcs_2,intra,0.45554423332214355
glove,,rm_top_pcs_2,intra,0.4679553806781769
glove,,rm_top_pcs_2,intra,0.3676110804080963
glove,,rm_top_pcs_2,intra,0.4107217788696289
glove,,rm_top_pcs_2,intra,0.4478798806667328
glove,,rm_top_pcs_2,intra,0.5013689994812012
glove,,rm_top_pcs_2,intra,0.5350537896156311
glove,,rm_top_pcs_2,intra,0.6029249429702759
glove,,rm_top_pcs_2,intra,0.4521593153476715
glove,,rm_top_pcs_2,intra,0.30369409918785095
glove,,rm_top_pcs_2,intra,0.32451045513153076
glove,,rm_top_pcs_2,intra,0.3646167516708374
glove,,rm_top_pcs_2,intra,0.22784589231014252
glove,,rm_top_pcs_2,intra,0.4034878611564636
glove,,rm_top_pcs_2,intra,0.413756400346756
glove,,rm_top_pcs_2,intra,0.23982343077659607
glove,,rm_top_pcs_2,intra,0.5213966369628906
glove,,rm_top_pcs_2,intra,0.49920153617858887
glove,,rm_top_pcs_2,intra,0.6950990557670593
glove,,rm_top_pcs_2,intra,0.226820707321167
glove,,rm_top_pcs_2,intra,0.19800888001918793
glove,,rm_top_pcs_2,intra,0.6365032196044922
glove,,rm_top_pcs_2,intra,0.1264411211013794
glove,,rm_top_pcs_2,intra,0.5387409925460815
glove,,rm_top_pcs_2,intra,0.16539403796195984
glove,,rm_top_pcs_2,intra,0.035699862986803055
glove,,rm_top_pcs_2,intra,0.6938165426254272
glove,,rm_top_pcs_2,intra,0.2490399181842804
glove,,rm_top_pcs_2,intra,0.35692930221557617
glove,,rm_top_pcs_2,intra,0.6043577790260315
glove,,rm_top_pcs_2,intra,0.7258296012878418
glove,,rm_top_pcs_2,intra,0.597504198551178
glove,,rm_top_pcs_2,intra,0.310375839471817
glove,,rm_top_pcs_2,intra,0.5722031593322754
glove,,rm_top_pcs_2,intra,0.5275340676307678
glove,,rm_top_pcs_2,intra,0.379611611366272
glove,,rm_top_pcs_2,intra,0.583075761795044
glove,,rm_top_pcs_2,intra,0.47975897789001465
glove,,rm_top_pcs_2,intra,0.37420976161956787
glove,,rm_top_pcs_2,intra,0.5504013299942017
glove,,rm_top_pcs_2,intra,0.7219678163528442
glove,,rm_top_pcs_2,intra,0.2269989252090454
glove,,rm_top_pcs_2,intra,0.4432193338871002
glove,,rm_top_pcs_2,intra,0.39312899112701416
glove,,rm_top_pcs_2,intra,0.18254303932189941
glove,,rm_top_pcs_2,intra,0.45329877734184265
glove,,rm_top_pcs_2,intra,0.21376343071460724
glove,,rm_top_pcs_2,intra,0.5038140416145325
glove,,rm_top_pcs_2,intra,0.5636401176452637
glove,,rm_top_pcs_2,intra,0.5097694993019104
glove,,rm_top_pcs_2,intra,0.4673236608505249
glove,,rm_top_pcs_2,intra,0.33421415090560913
glove,,rm_top_pcs_2,intra,0.3861936330795288
glove,,rm_top_pcs_2,intra,0.23835979402065277
glove,,rm_top_pcs_2,intra,-0.02807001769542694
glove,,rm_top_pcs_2,intra,0.5425143241882324
glove,,rm_top_pcs_2,intra,0.7657273411750793
glove,,rm_top_pcs_2,intra,0.6766996383666992
glove,,rm_top_pcs_2,intra,0.2968498468399048
glove,,rm_top_pcs_2,intra,0.551628589630127
glove,,rm_top_pcs_2,intra,0.41817766427993774
glove,,rm_top_pcs_2,intra,0.19215111434459686
glove,,rm_top_pcs_2,intra,0.6242009997367859
glove,,rm_top_pcs_2,intra,0.27740710973739624
glove,,rm_top_pcs_2,intra,0.33784374594688416
glove,,rm_top_pcs_2,intra,0.3001476526260376
glove,,rm_top_pcs_2,intra,0.5223521590232849
glove,,rm_top_pcs_2,intra,0.43606045842170715
glove,,rm_top_pcs_2,intra,0.5326893329620361
glove,,rm_top_pcs_2,intra,0.2712165117263794
glove,,rm_top_pcs_2,intra,0.34571337699890137
glove,,rm_top_pcs_2,intra,0.40359437465667725
glove,,rm_top_pcs_2,intra,0.39737582206726074
glove,,rm_top_pcs_2,intra,0.3394820988178253
glove,,rm_top_pcs_2,intra,0.34483519196510315
glove,,rm_top_pcs_2,intra,0.32598456740379333
glove,,rm_top_pcs_2,intra,0.37993040680885315
glove,,rm_top_pcs_2,intra,0.3769247233867645
glove,,rm_top_pcs_2,intra,0.23586390912532806
glove,,rm_top_pcs_2,intra,0.6540040373802185
glove,,rm_top_pcs_2,intra,0.3022833466529846
glove,,rm_top_pcs_2,intra,0.22427932918071747
glove,,rm_top_pcs_2,intra,0.3532605469226837
glove,,rm_top_pcs_2,intra,0.1517653614282608
glove,,rm_top_pcs_2,intra,0.5140575170516968
glove,,rm_top_pcs_2,intra,0.724826991558075
glove,,rm_top_pcs_2,intra,0.5784801244735718
glove,,rm_top_pcs_2,intra,0.5178539752960205
glove,,rm_top_pcs_2,intra,0.34042689204216003
glove,,rm_top_pcs_2,intra,0.3209913372993469
glove,,rm_top_pcs_2,intra,0.07214473187923431
glove,,rm_top_pcs_2,intra,0.053761254996061325
glove,,rm_top_pcs_2,intra,0.35793501138687134
glove,,rm_top_pcs_2,intra,0.3538220524787903
glove,,rm_top_pcs_2,intra,0.8077881932258606
glove,,rm_top_pcs_2,intra,0.8194488883018494
glove,,rm_top_pcs_2,intra,0.5620855093002319
glove,,rm_top_pcs_2,intra,0.7359258532524109
glove,,rm_top_pcs_2,intra,0.5550472140312195
glove,,rm_top_pcs_2,intra,0.6548911929130554
glove,,rm_top_pcs_2,intra,0.4580554664134979
glove,,rm_top_pcs_2,intra,0.39033088088035583
glove,,rm_top_pcs_2,intra,0.3736741840839386
glove,,rm_top_pcs_2,intra,0.4909832775592804
glove,,rm_top_pcs_2,intra,0.5194166302680969
glove,,rm_top_pcs_2,intra,0.42324191331863403
glove,,rm_top_pcs_2,intra,0.6845875382423401
glove,,rm_top_pcs_2,intra,0.28327950835227966
glove,,rm_top_pcs_2,intra,0.37203142046928406
glove,,rm_top_pcs_2,intra,0.38799962401390076
glove,,rm_top_pcs_2,intra,0.6368442177772522
glove,,rm_top_pcs_2,intra,0.4257503151893616
glove,,rm_top_pcs_2,intra,0.738314688205719
glove,,rm_top_pcs_2,intra,0.7233873605728149
glove,,rm_top_pcs_2,intra,0.7007571458816528
glove,,rm_top_pcs_2,intra,0.6848358511924744
glove,,rm_top_pcs_2,intra,0.723409116268158
glove,,rm_top_pcs_2,intra,0.8210077881813049
glove,,rm_top_pcs_2,intra,0.33883291482925415
glove,,rm_top_pcs_2,intra,0.6177777647972107
glove,,rm_top_pcs_2,intra,0.6400884985923767
glove,,rm_top_pcs_2,intra,0.5113149285316467
glove,,rm_top_pcs_2,intra,0.3915427327156067
glove,,rm_top_pcs_2,intra,0.6732608675956726
glove,,rm_top_pcs_2,intra,0.3980693221092224
glove,,rm_top_pcs_2,intra,0.17862844467163086
glove,,rm_top_pcs_2,intra,0.5011457800865173
glove,,rm_top_pcs_2,intra,0.35667961835861206
glove,,rm_top_pcs_2,intra,0.6070367693901062
glove,,rm_top_pcs_2,intra,0.5130246877670288
glove,,rm_top_pcs_2,intra,0.3025202453136444
glove,,rm_top_pcs_2,intra,0.09800522774457932
glove,,rm_top_pcs_2,intra,0.5645217895507812
glove,,rm_top_pcs_2,intra,0.2650468349456787
glove,,rm_top_pcs_2,intra,0.05076860263943672
glove,,rm_top_pcs_2,intra,0.7372075915336609
glove,,rm_top_pcs_2,intra,0.7108216881752014
glove,,rm_top_pcs_2,intra,0.6259497404098511
glove,,rm_top_pcs_2,intra,0.47518303990364075
glove,,rm_top_pcs_2,intra,0.5886775851249695
glove,,rm_top_pcs_2,intra,0.5522618889808655
glove,,rm_top_pcs_2,intra,0.4330896735191345
glove,,rm_top_pcs_2,intra,0.7742323875427246
glove,,rm_top_pcs_2,intra,0.4723811447620392
glove,,rm_top_pcs_2,intra,0.42891833186149597
glove,,rm_top_pcs_2,intra,0.6030129194259644
glove,,rm_top_pcs_2,intra,0.544825553894043
glove,,rm_top_pcs_2,intra,0.42455366253852844
glove,,rm_top_pcs_2,intra,0.5691462159156799
glove,,rm_top_pcs_2,intra,0.3695022761821747
glove,,rm_top_pcs_2,intra,0.7063740491867065
glove,,rm_top_pcs_2,intra,0.42668217420578003
glove,,rm_top_pcs_2,intra,0.3695213198661804
glove,,rm_top_pcs_2,intra,0.6294865608215332
glove,,rm_top_pcs_2,intra,0.49488455057144165
glove,,rm_top_pcs_2,intra,0.5381701588630676
glove,,rm_top_pcs_2,intra,0.45141342282295227
glove,,rm_top_pcs_2,intra,0.42360833287239075
glove,,rm_top_pcs_2,intra,0.3962702751159668
glove,,rm_top_pcs_2,intra,0.48195505142211914
glove,,rm_top_pcs_2,intra,0.5238656401634216
glove,,rm_top_pcs_2,intra,0.3742140829563141
glove,,rm_top_pcs_2,intra,0.2083832174539566
glove,,rm_top_pcs_2,intra,0.41448622941970825
glove,,rm_top_pcs_2,intra,0.22047767043113708
glove,,rm_top_pcs_2,intra,0.3260790705680847
glove,,rm_top_pcs_2,intra,0.3740268647670746
glove,,rm_top_pcs_2,intra,0.17266811430454254
glove,,rm_top_pcs_2,intra,0.1778983771800995
glove,,rm_top_pcs_2,intra,0.5157289505004883
glove,,rm_top_pcs_2,intra,0.43794113397598267
glove,,rm_top_pcs_2,intra,0.401387482881546
glove,,rm_top_pcs_2,intra,0.5669511556625366
glove,,rm_top_pcs_2,intra,0.6521027088165283
glove,,rm_top_pcs_2,intra,0.39788147807121277
glove,,rm_top_pcs_2,intra,0.576359212398529
glove,,rm_top_pcs_2,intra,0.40068313479423523
glove,,rm_top_pcs_2,intra,0.5750277638435364
glove,,rm_top_pcs_2,intra,0.68256014585495
glove,,rm_top_pcs_2,intra,0.5983959436416626
glove,,rm_top_pcs_2,intra,0.5427062511444092
glove,,rm_top_pcs_2,intra,0.4909887909889221
glove,,rm_top_pcs_2,intra,0.4876495599746704
glove,,rm_top_pcs_2,intra,0.3901452124118805
glove,,rm_top_pcs_2,intra,0.8109501004219055
glove,,rm_top_pcs_2,intra,0.6038224101066589
glove,,rm_top_pcs_2,intra,0.5415803790092468
glove,,rm_top_pcs_2,intra,0.5927993059158325
glove,,rm_top_pcs_2,intra,0.6627397537231445
glove,,rm_top_pcs_2,intra,0.7636082172393799
glove,,rm_top_pcs_2,intra,0.5364815592765808
glove,,rm_top_pcs_2,intra,0.2885417342185974
glove,,rm_top_pcs_2,intra,0.14534424245357513
glove,,rm_top_pcs_2,intra,0.26923224329948425
glove,,rm_top_pcs_2,intra,0.2954201102256775
glove,,rm_top_pcs_2,intra,0.24384525418281555
glove,,rm_top_pcs_2,intra,0.041794393211603165
glove,,rm_top_pcs_2,intra,0.5156605839729309
glove,,rm_top_pcs_2,intra,0.379958838224411
glove,,rm_top_pcs_2,intra,0.4572136104106903
glove,,rm_top_pcs_2,intra,0.3238481283187866
glove,,rm_top_pcs_2,intra,0.5314750671386719
glove,,rm_top_pcs_2,intra,0.4332585036754608
glove,,rm_top_pcs_2,intra,0.23329168558120728
glove,,rm_top_pcs_2,intra,0.33012843132019043
glove,,rm_top_pcs_2,intra,0.6527321338653564
glove,,rm_top_pcs_2,intra,0.5852811336517334
glove,,rm_top_pcs_2,intra,0.5673022270202637
glove,,rm_top_pcs_2,intra,0.4503689706325531
glove,,rm_top_pcs_2,intra,0.32672837376594543
