model,layer,transform_type,delta_cos
glove,,verb_regular,0.5389385223388672
glove,,verb_regular,0.12157858908176422
glove,,verb_regular,0.22317853569984436
glove,,verb_regular,0.09115003049373627
glove,,verb_regular,0.1074066236615181
glove,,verb_regular,0.052920226007699966
glove,,verb_regular,0.2376376837491989
glove,,verb_regular,0.16532835364341736
glove,,verb_regular,0.22774066030979156
glove,,verb_regular,-0.0646090880036354
glove,,verb_regular,0.05604000389575958
glove,,verb_regular,-0.02487240731716156
glove,,verb_regular,0.669709324836731
glove,,verb_regular,0.08052361756563187
glove,,verb_regular,0.201509490609169
glove,,verb_regular,0.15144498646259308
glove,,verb_regular,0.20722752809524536
glove,,verb_regular,0.4524858295917511
glove,,verb_regular,0.2631699740886688
glove,,verb_regular,0.19175803661346436
glove,,verb_regular,0.5765925645828247
glove,,verb_regular,0.11645866930484772
glove,,verb_regular,0.08021634817123413
glove,,verb_regular,0.19493727385997772
glove,,verb_regular,0.2999833822250366
glove,,verb_regular,0.17726950347423553
glove,,verb_regular,0.2895922064781189
glove,,verb_regular,0.2509136199951172
glove,,verb_regular,0.16907185316085815
glove,,verb_regular,0.3583245277404785
glove,,verb_regular,0.28846055269241333
glove,,verb_regular,0.568061113357544
glove,,verb_regular,0.586631715297699
glove,,verb_regular,0.2568742036819458
glove,,verb_regular,0.16420821845531464
glove,,verb_regular,0.06694510579109192
glove,,verb_regular,0.43878984451293945
glove,,verb_regular,0.12434234470129013
glove,,verb_regular,0.2177475243806839
glove,,verb_regular,0.6176840662956238
glove,,verb_regular,0.07149365544319153
glove,,verb_regular,0.24003483355045319
glove,,verb_regular,0.08822716027498245
glove,,verb_regular,0.08103128522634506
glove,,verb_regular,0.24965229630470276
glove,,verb_regular,0.18747057020664215
glove,,verb_regular,0.10396590828895569
glove,,verb_regular,0.16753937304019928
glove,,verb_regular,0.23045942187309265
glove,,verb_regular,0.04948600381612778
glove,,verb_regular,0.13603539764881134
glove,,verb_regular,0.42983299493789673
glove,,verb_regular,0.5787263512611389
glove,,verb_regular,0.3746741712093353
glove,,verb_regular,0.2884516716003418
