model,layer,pair_type,cos
glove,,rand,0.0580894835293293
glove,,rand,0.19465422630310059
glove,,rand,0.09020145982503891
glove,,rand,0.20405910909175873
glove,,rand,0.10870585590600967
glove,,rand,0.10001015663146973
glove,,rand,0.45723286271095276
glove,,rand,0.08695761114358902
glove,,rand,-0.13282138109207153
glove,,rand,0.23403118550777435
glove,,rand,0.18247272074222565
glove,,rand,0.09289157390594482
glove,,rand,0.44017699360847473
glove,,rand,0.3253580331802368
glove,,rand,-0.13230988383293152
glove,,rand,0.13134242594242096
glove,,rand,-0.2508523166179657
glove,,rand,-0.033545613288879395
glove,,rand,0.33476293087005615
glove,,rand,0.3598613739013672
glove,,rand,-0.0035974630154669285
glove,,rand,-0.03698170185089111
glove,,rand,-0.17698410153388977
glove,,rand,0.1451980322599411
glove,,rand,0.1953406184911728
glove,,rand,0.5539976954460144
glove,,rand,0.25130289793014526
glove,,rand,0.12387511134147644
glove,,rand,-0.05347253009676933
glove,,rand,0.4698061943054199
glove,,rand,0.022175343707203865
glove,,rand,0.21168428659439087
glove,,rand,0.10655689984560013
glove,,rand,0.04664827883243561
glove,,rand,0.21908365190029144
glove,,rand,0.28790348768234253
glove,,rand,0.18923331797122955
glove,,rand,0.1551467478275299
glove,,rand,-0.0846792608499527
glove,,rand,0.2505181133747101
glove,,rand,0.4579088091850281
glove,,rand,0.11113941669464111
glove,,rand,0.2664876878261566
glove,,rand,-0.08460509032011032
glove,,rand,0.2543269097805023
glove,,rand,0.12148023396730423
glove,,rand,0.41376909613609314
glove,,rand,0.23922085762023926
glove,,rand,0.2037094235420227
glove,,rand,0.4484938383102417
glove,,rand,0.2195671945810318
glove,,rand,0.40012428164482117
glove,,rand,-0.08147028088569641
glove,,rand,0.09314621239900589
glove,,rand,0.13043811917304993
glove,,rand,-0.034268490970134735
glove,,rand,0.48590418696403503
glove,,rand,-0.08667480200529099
glove,,rand,0.19797272980213165
glove,,rand,0.27209585905075073
glove,,rand,0.43500998616218567
glove,,rand,0.15331971645355225
glove,,rand,-0.0052914987318217754
glove,,rand,0.42258524894714355
glove,,rand,0.10098173469305038
glove,,rand,0.3547361195087433
glove,,rand,0.3308415710926056
glove,,rand,0.4556752145290375
glove,,rand,0.37198686599731445
glove,,rand,0.04140247404575348
glove,,rand,0.224472776055336
glove,,rand,0.18815042078495026
glove,,rand,0.06581389158964157
glove,,rand,0.30230069160461426
glove,,rand,0.0714871734380722
glove,,rand,0.12130596488714218
glove,,rand,0.32015442848205566
glove,,rand,0.2744065821170807
glove,,rand,0.48517364263534546
glove,,rand,0.07979782670736313
glove,,rand,0.07130368798971176
glove,,rand,0.1850723922252655
glove,,rand,0.06233230233192444
glove,,rand,0.224996879696846
glove,,rand,0.1877303272485733
glove,,rand,-0.03955947980284691
glove,,rand,0.3473226726055145
glove,,rand,-0.020140452310442924
glove,,rand,0.06516152620315552
glove,,rand,0.00779201602563262
glove,,rand,0.18144622445106506
glove,,rand,0.29822391271591187
bert,1.0,ant,0.4516780972480774
bert,1.0,ant,0.24432212114334106
bert,1.0,ant,0.45435822010040283
bert,6.0,ant,0.5637772679328918
bert,6.0,ant,0.5248872637748718
bert,6.0,ant,0.5928881764411926
bert,12.0,ant,0.6569772958755493
bert,12.0,ant,0.6426473259925842
bert,12.0,ant,0.6626535058021545
